Order ID,Order Date,Customer Name,Country,State,City,Region,Segment,Ship Mode,Category,Sub-Category,Product Name,Discount,Sales,Profit,Quantity,Feedback?
AZ-2012-5924516,2012-02-09,Siti Aisyah,Indonesia,Kalimantan Timur,Balikpapan,Timur,Home Office,Economy,Office Supplies,Envelopes,Kertas HVS A4,0.0,110000,17384,5,True
AZ-2012-3958452,2012-02-09,Ilham Ramadhan,Indonesia,Jawa Barat,Bekasi,Barat,Corporate,Economy,Technology,Machines,Webcam HD,0.0,990000,128542,2,True
AZ-2012-7471811,2012-02-10,Budi Santoso,Indonesia,Jawa Barat,Depok,Barat,Corporate,Economy Plus,Office Supplies,Supplies,Pulpen Gel,0.0,180000,43169,4,False
BN-2012-6903920,2012-02-11,Andi Pratama,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy Plus,Office Supplies,Storage,Map Plastik,0.1,76950,9984,3,False
AZ-2012-962050,2012-02-13,Citra Ayuningtyas,Indonesia,Jawa Barat,Depok,Barat,Consumer,Priority,Furniture,Chairs,Meja Kerja,0.1,2205000,409422,2,True
AZ-2012-962050,2012-02-13,Farhan Akbar,Indonesia,Sulawesi Selatan,Makassar,Timur,Consumer,Priority,Office Supplies,Art,Sticky Notes,0.0,112000,9954,4,False
AZ-2012-962050,2012-02-13,Ahmad Fauzi,Indonesia,Sulawesi Selatan,Makassar,Timur,Consumer,Priority,Office Supplies,Binders,Binder A4,0.0,24000,5278,2,True
AZ-2012-962050,2012-02-13,Yusuf Maulana,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Priority,Office Supplies,Binders,Map Plastik,0.0,90000,18024,2,True
AZ-2012-962050,2012-02-13,Bagus Setiawan,Indonesia,Kalimantan Timur,Balikpapan,Timur,Consumer,Priority,Office Supplies,Storage,Sticky Notes,0.1,137250,27702,5,True
AZ-2012-367312,2012-02-14,Fajar Nugroho,Indonesia,Jawa Barat,Bekasi,Barat,Corporate,Economy,Office Supplies,Art,Map Plastik,0.0,45000,7262,2,True
AZ-2012-6012259,2012-02-14,Dewi Lestari,Indonesia,Jawa Barat,Depok,Barat,Consumer,Economy Plus,Furniture,Bookcases,Meja Lipat,0.1,8910000,727794,4,False
AZ-2012-6012259,2012-02-14,Fajar Nugroho,Indonesia,Sumatera Utara,Medan,Barat,Consumer,Economy Plus,Office Supplies,Binders,Pulpen Gel,0.1,34200,-14542,1,False
AZ-2012-6012259,2012-02-14,Budi Santoso,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy Plus,Office Supplies,Envelopes,Pulpen Gel,0.1,142200,34350,4,False
AZ-2012-6012259,2012-02-14,Ahmad Fauzi,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy Plus,Technology,Copiers,Keyboard USB,0.1,3240000,471622,8,False
AZ-2012-3052535,2012-02-15,Ilham Ramadhan,Indonesia,Jawa Timur,Malang,Tengah,Consumer,Economy Plus,Office Supplies,Fasteners,Sticky Notes,0.0,163500,32843,3,True
AZ-2012-3052535,2012-02-15,Ahmad Fauzi,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy Plus,Office Supplies,Storage,Map Plastik,0.0,51000,8759,2,False
AZ-2012-3052535,2012-02-15,Putri Maharani,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy Plus,Office Supplies,Supplies,Buku Tulis A5,0.0,84000,16233,3,False
AZ-2012-6913156,2012-02-15,Ilham Ramadhan,Indonesia,Sumatera Utara,Medan,Barat,Corporate,Economy Plus,Office Supplies,Binders,Map Plastik,0.0,17000,4102,2,False
BN-2012-8548299,2012-02-15,Siti Aisyah,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy Plus,Furniture,Furnishings,Kursi Kantor,0.6,640000,76748,1,True
BN-2012-8548299,2012-02-15,Rizky Hidayat,Indonesia,Jawa Barat,Bogor,Barat,Consumer,Economy Plus,Office Supplies,Paper,Map Plastik,0.7,43500,8425,2,True
AZ-2012-3239486,2012-02-18,Nabila Putri,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy,Furniture,Bookcases,Kursi Kantor,0.1,3847500,453064,3,False
AZ-2012-3239486,2012-02-18,Rina Kurnia,Indonesia,Kalimantan Timur,Balikpapan,Timur,Consumer,Economy,Office Supplies,Binders,Spidol Permanen,0.0,167500,24529,5,False
AZ-2012-3239486,2012-02-18,Rizky Hidayat,Indonesia,Jawa Timur,Unknown,Tengah,Consumer,Economy,Technology,Accessories,Moue Wireless,0.0,1350000,307230,10,False
BN-2012-8351740,2012-02-18,Fajar Nugroho,Indonesia,Jawa Tengah,Semarang,Tengah,Corporate,Economy Plus,Office Supplies,Labels,Buku Tulis A5,0.0,8500,2008,1,False
BN-2012-8351740,2012-02-18,Andi Pratama,Indonesia,Kalimantan Timur,Balikpapan,Timur,Corporate,Economy Plus,Office Supplies,Storage,Pulpen Gel,0.4,58800,10815,4,True
BN-2012-8351740,2012-02-18,Ilham Ramadhan,Indonesia,Jawa Timur,Surabaya,Tengah,Corporate,Economy Plus,Office Supplies,Supplies,Kertas HVS A4,0.0,27000,3559,2,False
BN-2012-5489653,2012-02-18,Fajar Nugroho,Indonesia,Jawa Tengah,Semarang,Tengah,Home Office,Economy,Office Supplies,Storage,Kertas HVS A4,0.1,48600,5898,3,False
AZ-2012-87081,2012-02-20,Ahmad Fauzi,Indonesia,Sulawesi Selatan,Makassar,Timur,Consumer,Economy Plus,Office Supplies,Binders,Binder A4,0.0,32000,5027,2,True
AZ-2012-87081,2012-02-20,Andi Pratama,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy Plus,Office Supplies,Binders,Spidol Permanen,0.0,24000,4696,3,False
AZ-2012-202734,2012-02-21,Nurul Hidayah,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy,Office Supplies,Storage,Sticky Notes,0.1,55350,5426,3,False
AZ-2012-8583605,2012-02-22,Ilham Ramadhan,Indonesia,Jawa Barat,Depok,Barat,Consumer,Economy,Office Supplies,Labels,Binder A4,0.0,115000,12627,5,True
AZ-2012-8583605,2012-02-22,Putri Maharani,Indonesia,Jawa Barat,Bogor,Barat,Consumer,Economy,Office Supplies,Paper,Sticky Notes,0.0,72000,16435,3,False
AZ-2012-8583605,2012-02-22,Rizky Hidayat,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy,Technology,Accessories,Webcam HD,0.0,4095000,809264,7,True
AZ-2012-9588828,2012-02-22,Dewi Lestari,Indonesia,Sumatera Utara,Medan,Barat,Home Office,Economy,Office Supplies,Fasteners,Kertas HVS A4,0.0,67500,15523,5,False
AZ-2012-9588828,2012-02-22,Dewi Lestari,Indonesia,Jawa Barat,Depok,Barat,Home Office,Economy,Office Supplies,Storage,Buu Tulis A5,0.0,45000,5599,3,True
BN-2012-5523368,2012-02-22,Dewi Lestari,Indonesia,Jawa Timur,Malang,Tengah,Home Office,Economy,Technology,Machines,Flashdisk 64 GB,0.4,396000,80763,2,True
AZ-2012-6191258,2012-02-23,Nurul Hidayah,Indonesia,Jawa Barat,Bekasi,Barat,Home Office,Priority,Furniture,Chairs,Ra Penyimpanan,0.0,6375000,753451,5,True
AZ-2012-1392278,2012-02-23,Nurul Hidayah,Indonesia,Jawa Barat,Bogor,Barat,Corporate,Economy,Office Supplies,Art,Pulpen Gel,0.0,124500,10618,3,False
AZ-2012-4085046,2012-02-27,Siti Aisyah,Indonesia,DKI Jakarta,Jakarta,Barat,Consumer,Economy,Office Supplies,Labels,Pulpen Gel,0.0,46500,6303,3,True
AZ-2012-7920968,2012-02-28,Fajar Nugroho,Indonesia,Jawa Barat,Bogor,Barat,Corporate,Economy,Office Supplies,Binders,Pulpen Gel,0.0,89000,16064,2,False
AZ-2012-1000632,2012-02-28,Rizky Hidayat,Indonesia,Bali,Denpasar,Timur,Home Office,Economy,Technology,Machines,Headset,0.0,1920000,453089,6,False
BN-2012-1679258,2012-02-28,Fajar Nugroho,Indonesia,Jawa Barat,Depok,Barat,Consumer,Economy,Office Supplies,Storage,Map Plastik,0.1,23400,4872,2,True
AZ-2012-5846737,2012-02-29,Ilham Ramadhan,Indonesia,Jawa Timur,Malang,Tengah,Home Office,Economy,Office Supplies,Binders,Pulpen Gel,0.0,235000,28383,5,False
AZ-2012-5846737,2012-02-29,Citra Ayuningtyas,Indonesia,DKI Jakarta,Jakarta,Barat,Home Office,Economy,Office Supplies,Labels,Map Plastik,0.0,73000,13671,2,False
AZ-2012-9858311,2012-03-01,Fajar Nugroho,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Office Supplies,Art,Stick Notes,0.0,143500,22543,7,False
AZ-2012-9858311,2012-03-01,Bagus Setiawan,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Technology,Machines,Headset,0.0,2870000,547181,7,False
AZ-2012-3590299,2012-03-02,Agus Saputra,Indonesia,Jawa Barat,Bogor,Barat,Consumer,Priority,Technology,Copiers,Flashdisk 64 GB,0.0,4620000,515233,11,False
AZ-2012-3590299,2012-03-02,Ahmad Fauzi,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Priority,Technology,Machines,Keyboard USB,0.1,1026000,139442,3,False
AZ-2012-9094578,2012-03-02,Budi Santoso,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Furniture,Bookcases,Meja Kerja,0.5,3375000,374702,3,False
AZ-2012-9094578,2012-03-02,Rina Kurnia,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy,Office Supplies,Binders,Spidol Permanen,0.5,67000,16401,4,True
AZ-2012-9094578,2012-03-02,Rina Kurnia,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Economy,Office Supplies,Storage,Map Plastik,0.5,53000,7157,2,True
AZ-2012-9094578,2012-03-02,Ilham Ramadhan,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Office Supplies,Storage,Binder A4,0.5,176750,31091,7,True
AZ-2012-9094578,2012-03-02,Budi Santoso,Indonesia,Sulawesi Selatan,Makassar,Timur,Consumer,Economy,Office Supplies,Supplies,Map Plastik,0.5,55500,12316,6,False
AZ-2012-6214308,2012-03-02,Budi Santoso,Indonesia,Jawa Barat,Depok,Barat,Corporate,Economy Plus,Technology,Phones,Flashdisk 64 GB,0.0,610000,127250,2,True
AZ-2012-4178346,2012-03-02,Putri Maharani,Indonesia,Sulawesi Selatan,Makassar,Timur,Corporate,Economy Plus,Furniture,Bookcases,Meja Kerja,0.1,1192500,264923,1,True
AZ-2012-4178346,2012-03-02,Bagus Setiawan,Indonesia,Sulawesi Selatan,Makassar,Timur,Corporate,Economy Plus,Furniture,Bookcases,Meja Lipat,0.1,675000,151475,2,False
AZ-2012-4178346,2012-03-02,Siti Aisyah,Indonesia,Sumatera Utara,Medan,Barat,Corporate,Economy Plus,Furniture,Bookcases,Rak Penyimpanan,0.1,8505000,1015091,7,False
AZ-2012-4178346,2012-03-02,Agus Saputra,Indonesia,Bali,Denpasar,Timur,Corporate,Economy Plus,Office Supplies,Art,Sticky Notes,0.0,18500,3842,1,True
AZ-2012-4178346,2012-03-02,Citra Ayuningtyas,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Corporate,Economy Plus,Office Supplies,Binders,Map Plastik,0.0,60000,14955,5,False
AZ-2012-4178346,2012-03-02,Fajar Nugroho,Indonesia,Sumatera Selatan,Palembang,Barat,Corporate,Economy Plus,Office Supplies,Binders,Spidol Permanen,0.0,111000,14309,3,False
AZ-2012-3398854,2012-03-03,Nabila Putri,Indonesia,Jawa Tengah,Semarang,Tengah,Corporate,Economy,Office Supplies,Storage,Pulpen Gel,0.0,21000,4303,2,False
AZ-2012-3398854,2012-03-03,Rizky Hidayat,Indonesia,Sulawesi Selatan,Makassar,Timur,Corporate,Economy,Office Supplies,Storage,Kertas HVS A4,0.0,37500,5491,3,True
AZ-2012-3654996,2012-03-05,Putri Maharani,Indonesia,Jawa Tengah,Semarang,Tengah,Home Office,Economy,Office Supplies,Art,Pulpen Gel,0.0,46000,6231,1,False
AZ-2012-3654996,2012-03-05,Dewi Lestari,Indonesia,Sulawesi Selatan,Makassar,Timur,Home Office,Economy,Office Supplies,Binders,Kertas HVS A4,0.0,83000,15612,2,False
AZ-2012-1128813,2012-03-05,Ilham Ramadhan,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy Plus,Furniture,Chairs,Meja Lipat,0.1,1125000,95247,2,True
AZ-2012-1128813,2012-03-05,Nabila Putri,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy Plus,Office Supplies,Paper,Sticky Notes,0.0,245000,30750,5,True
BN-2012-8185079,2012-03-05,Ahmad Fauzi,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy,Furniture,Furnishings,Meja Lipat,0.3,2730000,392699,3,False
BN-2012-8185079,2012-03-05,Putri Maharani,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy,Office Supplies,Storage,Spidol Permanen,0.0,46000,9651,1,False
AZ-2012-302148,2012-03-06,Siti Aisyah,Indonesia,Sumatera Utara,Medan,Barat,Consumer,Economy Plus,Furniture,Tables,Meja Kerja,0.5,5337500,558543,7,False
AZ-2012-302148,2012-03-06,Ahmad Fauzi,Indonesia,Sumatera Utara,Medan,Barat,Consumer,Economy Plus,Office Supplies,Storage,Spidol Permanen,0.5,35000,3177,2,False
BN-2012-9003210,2012-03-06,Nurul Hidayah,Indonesia,Jawa Barat,Bogor,Barat,Corporate,Economy Plus,Office Supplies,Art,Spidol Permanen,0.5,51500,6463,2,True
BN-2012-9267764,2012-03-06,Ahmad Fauzi,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Priority,Office Supplies,Art,Spidol Permanen,0.5,30500,4524,2,False
BN-2012-9267764,2012-03-06,Nabila Putri,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Priority,Office Supplies,Binders,Pulpen Gel,0.5,11500,2873,2,False
AZ-2012-852937,2012-03-07,Dewi Lestari,Indonesia,Jawa Barat,Depok,Barat,Consumer,Economy Plus,Technology,Copiers,Webcam HD,0.0,1940000,455439,4,True
AZ-2012-3385502,2012-03-07,Nabila Putri,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy,Furniture,Bookcases,Meja Lipat,0.1,4567500,854780,7,False
AZ-2012-3385502,2012-03-07,Siti Aisyah,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy,Office Supplies,Storage,Buku Tulis A5,0.1,120150,10483,3,False
AZ-2012-3385502,2012-03-07,Budi Santoso,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Office Supplies,Storage,Spidol Permanen,0.1,45900,4611,3,True
AZ-2012-7806048,2012-03-07,Bagus Setiawan,Indonesia,Jawa Timur,Surabaya,Tengah,Home Office,Economy Plus,Technology,Copiers,Flashdisk 64 GB,0.0,3025000,345459,5,False
AZ-2012-9114156,2012-03-07,Rina Kurnia,Indonesia,Sumatera Selatan,Palembang,Barat,Corporate,Priority,Furniture,Bookcases,Lemari Arsip,0.0,2550000,206303,3,True
AZ-2012-9114156,2012-03-07,Andi Pratama,Indonesia,Jawa Tengah,Semarang,Tengah,Corporate,Priority,Office Supplies,Supplies,Map Plastik,0.0,49500,10212,1,True
BN-2012-8981515,2012-03-07,Budi Santoso,Indonesia,Jawa Timur,Surabaya,Tengah,Corporate,Economy,Office Supplies,Art,Buku Tulis A5,0.5,42000,10456,2,True
BN-2012-3923455,2012-03-07,Ilham Ramadhan,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Office Supplies,Storage,Kertas HVS A4,0.1,36000,5387,5,True
AZ-2012-4659299,2012-03-08,Ahmad Fauzi,Indonesia,Jawa Tengah,Semarang,Tengah,Corporate,Economy,Office Supplies,Art,Binder A4,0.0,87000,8012,3,False
AZ-2012-3931920,2012-03-09,Citra Ayuningtyas,Indonesia,Jawa Timur,Malang,Tengah,Consumer,Economy,Technology,Copiers,Webcam HD,0.0,1020000,172720,2,True
AZ-2012-1089029,2012-03-09,Yusuf Maulana,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Economy Plus,Office Supplies,Binders,Pulpen Gel,0.0,84000,20070,2,False
BN-2012-1777533,2012-03-09,Budi Santoso,Indonesia,Jawa Barat,Unknown,Barat,Corporate,Economy Plus,Furniture,Chairs,Lemari Arsip,0.6,1480000,348970,2,True
AZ-2012-9056595,2012-03-12,Bagus Setiawan,Indonesia,Jawa Barat,Bogor,Barat,Consumer,Economy,Furniture,Chairs,Rak Penyimpanan,0.1,4410000,806024,2,True
AZ-2012-9056595,2012-03-12,Agus Saputra,Indonesia,DKI Jakarta,Jakarta,Barat,Consumer,Economy,Office Supplies,Fasteners,Spidol Permanen,0.0,168000,18958,6,False
AZ-2012-9056595,2012-03-12,Nurul Hidayah,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Office Supplies,Storage,Pulpen Gel,0.1,75600,9252,2,True
AZ-2012-9056595,2012-03-12,Nabila Putri,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Technology,Machines,Keyboard USB,0.55,600000,145282,3,False
BN-2012-1467003,2012-03-13,Putri Maharani,Indonesia,Jawa Barat,Bekasi,Barat,Home Office,Economy,Furniture,Chairs,Meja Kerja,0.1,4387500,707118,3,True
BN-2012-1467003,2012-03-13,Budi Santoso,Indonesia,Jawa Barat,Bogor,Barat,Home Office,Economy,Office Supplies,Fasteners,Sticky Notes,0.0,160500,18180,3,True
BN-2012-7268418,2012-03-13,Farhan Akbar,Indonesia,DKI Jakarta,Jakarta,Barat,Consumer,Priority,Office Supplies,Storage,Buku Tuli A5,0.1,32400,3819,2,False
BN-2012-2195674,2012-03-13,Nabila Putri,Indonesia,Jawa Timur,Malang,Tengah,Corporate,Economy Plus,Technology,Phones,Keyboard USB,0.15,3128000,329762,8,True
BN-2012-9784298,2012-03-13,Nabila Putri,Indonesia,Kalimantan Timur,Balikpapan,Timur,Home Office,Economy,Technology,Copiers,Flashdisk 64 GB,0.15,255000,39235,1,True
AZ-2012-2636461,2012-03-14,Bagus Setiawan,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Immediate,Office Supplies,Art,Pulpen Gel,0.0,267000,63499,6,False
BN-2012-6527572,2012-03-14,Rina Kurnia,Indonesia,Jawa Barat,Bekasi,Barat,Home Office,Priority,Furniture,Chairs,Meja Kerja,0.6,510000,49004,3,False
BN-2012-6527572,2012-03-14,Andi Pratama,Indonesia,Bali,Denpasar,Timur,Home Office,Priority,Technology,Copiers,Webcam HD,0.0,2375000,560496,5,False
BN-2012-2935339,2012-03-14,Ilham Ramadhan,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Priority,Furniture,Bookcases,Meja Keja,0.5,22750000,523710,7,True
BN-2012-2935339,2012-03-14,Bagus Setiawan,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Priority,Office Supplies,Storage,Binder A4,0.5,21500,3523,2,False
AZ-2012-6572855,2012-03-15,Bagus Setiawan,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy,Furniture,Bookcases,Lemari Arsip,0.1,1800000,179022,2,False
AZ-2012-6572855,2012-03-15,Rizky Hidayat,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Furniture,Chairs,Rak Penyimpanan,0.1,5400000,798149,3,True
AZ-2012-6572855,2012-03-15,Andi Pratama,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Economy,Office Supplies,Art,Map Plastik,0.0,49500,9051,3,False
AZ-2012-6572855,2012-03-15,Rizky Hidayat,Indonesia,Bali,Unknown,Timur,Consumer,Economy,Office Supplies,Fasteners,Buku Tulis A5,0.0,158000,24351,4,True
AZ-2012-6572855,2012-03-15,Putri Maharani,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy,Technology,Machines,Webcam HD,0.0,2375000,437486,5,False
AZ-2012-4505130,2012-03-15,Dewi Lestari,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Economy,Furniture,Furnishings,Lemari Arsip,0.3,192500,26513,1,False
AZ-2012-4505130,2012-03-15,Putri Maharani,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Office Supplies,Appliances,Buku Tulis A5,0.0,104000,8441,2,False
AZ-2012-4505130,2012-03-15,Citra Ayuningtyas,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Office Supplies,Binders,Binder A4,0.0,93000,20069,2,True
AZ-2012-4505130,2012-03-15,Bagus Setiawan,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Economy,Office Supplies,Labels,Pulpen Gel,0.0,185000,31510,5,True
AZ-2012-4505130,2012-03-15,Budi Santoso,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy,Office Supplies,Labels,Binder A4,0.0,85500,19034,3,True
AZ-2012-4505130,2012-03-15,Putri Maharani,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy,Office Supplies,Storage,Spidol Permanen,0.0,37000,5230,2,True
AZ-2012-4505130,2012-03-15,Putri Maharani,Indonesia,Jawa Barat,Bandung,Barat,Consumer,Economy,Technology,Machines,Keyboard USB,0.0,620000,58915,4,True
AZ-2012-4505130,2012-03-15,Budi Santoso,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy,Technology,Phones,Keyboard USB,0.0,615000,85383,3,False
BN-2012-5238794,2012-03-15,Agus Saputra,Indonesia,Sumatera Utara,Medan,Barat,Consumer,Economy,Office Supplies,Binders,Buku Tulis A5,0.5,59000,9737,4,False
BN-2012-5238794,2012-03-15,Bagus Setiawan,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy,Office Supplies,Binders,Pulpen Gel,0.5,45750,6025,3,True
BN-2012-5238794,2012-03-15,Agus Saputra,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy,Office Supplies,Envelopes,Kertas HVS A4,0.5,99750,17356,7,True
BN-2012-5238794,2012-03-15,Ilham Ramadhan,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Office Supplies,Paper,Pulpen Gel,0.5,41250,3387,5,False
BN-2012-5238794,2012-03-15,Budi Santoso,Indonesia,Jawa Barat,Unknown,Barat,Consumer,Economy,Office Supplies,Paper,Buku Tulis A5,0.5,34000,5885,4,True
BN-2012-5238794,2012-03-15,Andi Pratama,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy,Technology,Copiers,Flashdisk 64 GB,0.5,547500,105292,3,False
BN-2012-5238794,2012-03-15,Fajar Nugroho,Indonesia,DKI Jakarta,Jakarta,Barat,Consumer,Economy,Technology,Copiers,Webcam HD,0.5,1675000,396963,10,True
BN-2012-5238794,2012-03-15,Citra Ayuningtyas,Indonesia,Jawa Timur,Malang,Tengah,Consumer,Economy,Technology,Phones,Webcam HD,0.5,420000,33722,3,False
BN-2012-8607495,2012-03-15,Dewi Lestari,Indonesia,Jawa Barat,Bandung,Barat,Home Office,Economy Plus,Office Supplies,Art,Sticky Notes,0.5,94000,21905,4,True
BN-2012-2497362,2012-03-15,Fajar Nugroho,Indonesia,Bali,Denpasar,Timur,Corporate,Priority,Office Supplies,Binders,Sticky Notes,0.0,36000,3941,4,False
BN-2012-2497362,2012-03-15,Ahmad Fauzi,Indonesia,Jawa Timur,Malang,Tengah,Corporate,Priority,Office Supplies,Fasteners,Sticky Notes,0.0,176000,28976,11,True
AZ-2012-2801511,2012-03-16,Ilham Ramadhan,Indonesia,Jawa Barat,Depok,Barat,Consumer,Immediate,Furniture,Chairs,Lemari Arsip,0.1,5670000,1182139,4,False
AZ-2012-2801511,2012-03-16,Fajar Nugroho,Indonesia,Jawa Barat,Bekasi,Barat,Consumer,Immediate,Office Supplies,Binders,Kertas HVS A4,0.1,106200,14368,4,False
AZ-2012-2801511,2012-03-16,Citra Ayuningtyas,Indonesia,DKI Jakarta,Jakarta,Barat,Consumer,Immediate,Office Supplies,Envelopes,Binder A4,0.1,77400,16572,2,True
BN-2012-5227523,2012-03-16,Nurul Hidayah,Indonesia,Jawa Barat,Depok,Barat,Consumer,Economy,Technology,Phones,Headset,0.5,1540000,332703,8,True
BN-2012-3566851,2012-03-16,Ahmad Fauzi,Indonesia,Jawa Barat,Bandung,Barat,Home Office,Economy,Office Supplies,Supplies,Spidol Permanen,0.0,36500,7762,1,True
BN-2012-3566851,2012-03-16,Andi Pratama,Indonesia,Jawa Tengah,Semarang,Tengah,Home Office,Economy,Technology,Copiers,Mouse Wieless,0.15,1338750,177793,7,True
AZ-2012-9020905,2012-03-17,Unknown,Indonesia,Bali,Denpasar,Timur,Consumer,Economy,Furniture,Furnishings,Meja Lipat,0.0,2750000,222848,2,True
AZ-2012-9020905,2012-03-17,Siti Aisyah,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Consumer,Economy,Office Supplies,Art,Sticky Notes,0.0,96000,16005,2,False
AZ-2012-9020905,2012-03-17,Budi Santoso,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy,Office Supplies,Storage,Binder A4,0.1,121500,14147,5,False
AZ-2012-2130534,2012-03-17,Budi Santoso,Indonesia,Jawa Timur,Surabaya,Tengah,Consumer,Economy Plus,Office Supplies,Binders,Buk Tulis A5,0.0,59000,5915,2,True
AZ-2012-2130534,2012-03-17,Budi Santoso,Indonesia,Jawa Timur,Malang,Tengah,Consumer,Economy Plus,Office Supplies,Envelopes,Buku Tulis A5,0.0,70000,9507,2,False
AZ-2012-4991226,2012-03-17,Rina Kurnia,Indonesia,Sumatera Selatan,Palembang,Barat,Consumer,Economy Plus,Office Supplies,Labels,Binder A4,0.1,147600,34305,8,False
AZ-2012-4991226,2012-03-17,Citra Ayuningtyas,Indonesia,Jawa Tengah,Semarang,Tengah,Consumer,Economy Plus,Office Supplies,Storage,Map Plastik,0.1,33300,2783,1,True
AZ-2012-3746179,2012-03-19,Ahmad Fauzi,Indonesia,Jawa Barat,Bogor,Barat,Consumer,Economy Plus,Office Supplies,Binders,Buku Tulis A5,0.0,66000,8497,4,False
AZ-2012-3042149,2012-03-19,Rina Kurnia,Indonesia,Jawa Barat,Bogor,Barat,Consumer,Economy,Office Supplies,Art,Map Plastik,0.0,45000,4115,2,False
AZ-2012-4954045,2012-03-19,Rina Kurnia,Indonesia,Jawa Barat,Bandung,Barat,Corporate,Priority,Office Supplies,Paper,Pulpen Gel,0.0,150000,29326,3,True
AZ-2012-8629398,2012-03-19,Farhan Akbar,Indonesia,Sumatera Utara,Medan,Barat,Consumer,Priority,Office Supplies,Labels,Kertas HVS A4,0.0,175000,24699,7,False
AZ-2012-8629398,2012-03-19,Putri Maharani,Indonesia,Bali,Denpasar,Timur,Consumer,Priority,Office Supplies,Storage,Pulpen Gel,0.0,67500,8249,3,True
AZ-2012-2214403,2012-03-19,Nurul Hidayah,Indonesia,DI Yogyakarta,Yogyakarta,Tengah,Corporate,Immediate,Office Supplies,Storage,Map Plastik,0.1,111600,13747,8,True
BN-2012-831365,2012-03-19,Putri Maharani,Indonesia,DKI Jakarta,Jakarta,Barat,Corporate,Economy,Office Supplies,Paper,Pulpen Gel,0.0,97500,8049,3,False
BN-2012-831365,2012-03-19,Dewi Lestari,Indonesia,Bali,Denpasar,Timur,Corporate,Economy,Technology,Phones,Webcam HD,0.4,450000,108900,3,False
AZ-2012-5854289,2012-03-20,Yusuf Maulana,Indonesia,Sumatera Utara,Medan,Barat,Consumer,Priority,Office Supplies,Binders,Kertas HVS A4,0.0,108500,16941,7,True
AZ-2012-5854289,2012-03-20,Ahmad Fauzi,Indonesia,Jawa Barat,Depok,Barat,Consumer,Priority,Technology,Phones,Keyboard USB,0.15,1797750,188208,3,False
